,image_file,label_file,large_category,medium_category,small_category,핏,촉감,신축성,비침,두께,계절,major_style,minor_style
463,BOTTOMS_LONG_COTTON_image_345_0.jpg,345_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,약간 부드러움,약간 있음,없음,보통,"봄, 가을",미니멀,캐주얼
464,BOTTOMS_LONG_COTTON_image_346_0.jpg,346_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,없음,,보통,"봄, 가을, 겨울",캐주얼,스트릿
465,BOTTOMS_LONG_COTTON_image_347_1.jpg,347_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
466,BOTTOMS_LONG_COTTON_image_348_0.jpg,348_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"루즈, 오버 사이즈",보통,약간 있음,없음,보통,"봄, 여름, 가을",캐주얼,스트릿
467,BOTTOMS_LONG_COTTON_image_352_1.jpg,352_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,약간 부드러움,약간 있음,없음,약간 얇음,"봄, 여름, 가을, 겨울",미니멀,캐주얼
468,BOTTOMS_LONG_COTTON_image_35_0.jpg,35_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,약간 있음,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
469,BOTTOMS_LONG_COTTON_image_363_0.jpg,363_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,있음,없음,얇음,"봄, 가을",캐주얼,스트릿
470,BOTTOMS_LONG_COTTON_image_365_13.jpg,365_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,있음,없음,얇음,"봄, 가을",캐주얼,스트릿
471,BOTTOMS_LONG_COTTON_image_368_0.jpg,368_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
472,BOTTOMS_LONG_COTTON_image_369_4.jpg,369_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,약간 부드러움,보통,보통,보통,"봄, 여름, 가을",캐주얼,스트릿
473,BOTTOMS_LONG_COTTON_image_370_1.jpg,370_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,없음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
474,BOTTOMS_LONG_COTTON_image_372_2.jpg,372_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
475,BOTTOMS_LONG_COTTON_image_372_3.jpg,372_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
476,BOTTOMS_LONG_COTTON_image_372_4.jpg,372_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
477,BOTTOMS_LONG_COTTON_image_373_0.jpg,373_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
478,BOTTOMS_LONG_COTTON_image_375_1.jpg,375_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
479,BOTTOMS_LONG_COTTON_image_375_2.jpg,375_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
480,BOTTOMS_LONG_COTTON_image_375_3.jpg,375_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
481,BOTTOMS_LONG_COTTON_image_375_4.jpg,375_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,보통,보통,없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
482,BOTTOMS_LONG_COTTON_image_375_5.jpg,375_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,있음,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
483,BOTTOMS_LONG_COTTON_image_377_1.jpg,377_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,있음,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
484,BOTTOMS_LONG_COTTON_image_379_1.jpg,379_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,있음,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
485,BOTTOMS_LONG_COTTON_image_379_2.jpg,379_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,있음,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
486,BOTTOMS_LONG_COTTON_image_379_3.jpg,379_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,약간 부드러움,보통,보통,보통,"봄, 여름, 가을",미니멀,캐주얼
487,BOTTOMS_LONG_COTTON_image_379_4.jpg,379_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,약간 부드러움,보통,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
488,BOTTOMS_LONG_COTTON_image_382_3.jpg,382_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,보통,보통,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
489,BOTTOMS_LONG_COTTON_image_384_3.jpg,384_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,보통,보통,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
490,BOTTOMS_LONG_COTTON_image_387_0.jpg,387_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,부드러움,"보통, 약간 있음",없음,보통,"봄, 여름, 가을",미니멀,캐주얼
491,BOTTOMS_LONG_COTTON_image_388_5.jpg,388_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
492,BOTTOMS_LONG_COTTON_image_388_6.jpg,388_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,약간 부드러움,약간 있음,약간 있음,얇음,"봄, 여름",미니멀,캐주얼
493,BOTTOMS_LONG_COTTON_image_388_7.jpg,388_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,부드러움,있음,없음,약간 얇음,"봄, 여름, 가을, 겨울",미니멀,캐주얼
494,BOTTOMS_LONG_COTTON_image_388_8.jpg,388_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,약간 있음,거의 없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
495,BOTTOMS_LONG_COTTON_image_388_9.jpg,388_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"가을, 겨울",미니멀,캐주얼
496,BOTTOMS_LONG_COTTON_image_390_2.jpg,390_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"가을, 겨울",미니멀,캐주얼
497,BOTTOMS_LONG_COTTON_image_391_4.jpg,391_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"가을, 겨울",미니멀,캐주얼
498,BOTTOMS_LONG_COTTON_image_391_5.jpg,391_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"가을, 겨울",미니멀,캐주얼
499,BOTTOMS_LONG_COTTON_image_391_6.jpg,391_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"가을, 겨울",미니멀,캐주얼
500,BOTTOMS_LONG_COTTON_image_391_7.jpg,391_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"가을, 겨울",미니멀,캐주얼
501,BOTTOMS_LONG_COTTON_image_392_1.jpg,392_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"가을, 겨울",미니멀,캐주얼
502,BOTTOMS_LONG_COTTON_image_394_3.jpg,394_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"가을, 겨울",미니멀,캐주얼
503,BOTTOMS_LONG_COTTON_image_397_1.jpg,397_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"가을, 겨울",미니멀,캐주얼
504,BOTTOMS_LONG_COTTON_image_398_1.jpg,398_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,약간 있음,거의 없음,보통,"봄, 가을",미니멀,캐주얼
505,BOTTOMS_LONG_COTTON_image_405_1.jpg,405_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,보통,없음,보통,"봄, 가을",캐주얼,스트릿
506,BOTTOMS_LONG_COTTON_image_406_0.jpg,406_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,거의 없음,약간 얇음,"봄, 여름, 가을, 겨울",캐주얼,스트릿
507,BOTTOMS_LONG_COTTON_image_407_1.jpg,407_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 루즈","부드러움, 약간 부드러움",보통,없음,"약간 얇음, 보통","봄, 여름, 가을, 겨울",미니멀,캐주얼
508,BOTTOMS_LONG_COTTON_image_407_3.jpg,407_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,약간 부드러움,약간 있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
509,BOTTOMS_LONG_COTTON_image_407_4.jpg,407_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,약간 부드러움,약간 있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
510,BOTTOMS_LONG_COTTON_image_409_6.jpg,409_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,약간 부드러움,약간 있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
511,BOTTOMS_LONG_COTTON_image_409_7.jpg,409_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,없음,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
512,BOTTOMS_LONG_COTTON_image_409_8.jpg,409_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,"거의 없음, 없음",보통,,캐주얼,스트릿
513,BOTTOMS_LONG_COTTON_image_409_9.jpg,409_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,부드러움,보통,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
514,BOTTOMS_LONG_COTTON_image_414_1.jpg,414_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,약간 부드러움,있음,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
515,BOTTOMS_LONG_COTTON_image_416_3.jpg,416_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"루즈, 오버 사이즈",보통,약간 있음,없음,보통,"봄, 여름, 가을",캐주얼,스트릿
516,BOTTOMS_LONG_COTTON_image_417_1.jpg,417_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"루즈, 오버 사이즈","약간 부드러움, 보통",보통,없음,"약간 얇음, 보통","봄, 여름, 가을",캐주얼,스트릿
517,BOTTOMS_LONG_COTTON_image_41_0.jpg,41_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,보통,보통,보통,여름,미니멀,캐주얼
518,BOTTOMS_LONG_COTTON_image_421_3.jpg,421_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,있음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
519,BOTTOMS_LONG_COTTON_image_423_0.jpg,423_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,있음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
520,BOTTOMS_LONG_COTTON_image_426_1.jpg,426_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,있음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
521,BOTTOMS_LONG_COTTON_image_42_5.jpg,42_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,있음,없음,약간 얇음,"봄, 여름, 가을, 겨울",미니멀,캐주얼
522,BOTTOMS_LONG_COTTON_image_432_1.jpg,432_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,약간 있음,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
523,BOTTOMS_LONG_COTTON_image_437_0.jpg,437_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"슬림, 레귤러",보통,보통,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
524,BOTTOMS_LONG_COTTON_image_438_0.jpg,438_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"슬림, 레귤러",보통,보통,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
525,BOTTOMS_LONG_COTTON_image_43_2.jpg,43_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,약간 부드러움,약간 있음,,약간 얇음,"봄, 여름",캐주얼,스트릿
526,BOTTOMS_LONG_COTTON_image_440_1.jpg,440_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,있음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
527,BOTTOMS_LONG_COTTON_image_441_1.jpg,441_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
528,BOTTOMS_LONG_COTTON_image_446_1.jpg,446_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,없음,보통,"봄, 가을",미니멀,캐주얼
529,BOTTOMS_LONG_COTTON_image_447_1.jpg,447_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 루즈",약간 부드러움,보통,보통,보통,"봄, 여름, 가을",미니멀,캐주얼
530,BOTTOMS_LONG_COTTON_image_447_2.jpg,447_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,약간 부드러움,약간 있음,보통,보통,"봄, 여름, 가을",캐주얼,스트릿
531,BOTTOMS_LONG_COTTON_image_447_3.jpg,447_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"루즈, 오버 사이즈","부드러움, 약간 부드러움, 보통","약간 있음, 있음","거의 없음, 없음",보통,"봄, 여름, 가을",미니멀,캐주얼
532,BOTTOMS_LONG_COTTON_image_447_4.jpg,447_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,보통,보통,보통,"봄, 가을, 겨울",캐주얼,스트릿
533,BOTTOMS_LONG_COTTON_image_448_1.jpg,448_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"루즈, 오버 사이즈",보통,보통,없음,보통,"봄, 여름, 가을",미니멀,캐주얼
534,BOTTOMS_LONG_COTTON_image_449_1.jpg,449_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
535,BOTTOMS_LONG_COTTON_image_449_2.jpg,449_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,있음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
536,BOTTOMS_LONG_COTTON_image_449_3.jpg,449_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"루즈, 오버 사이즈",부드러움,보통,"보통, 거의 없음",보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
537,BOTTOMS_LONG_COTTON_image_449_4.jpg,449_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
538,BOTTOMS_LONG_COTTON_image_449_5.jpg,449_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
539,BOTTOMS_LONG_COTTON_image_44_1.jpg,44_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
540,BOTTOMS_LONG_COTTON_image_44_2.jpg,44_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
541,BOTTOMS_LONG_COTTON_image_44_3.jpg,44_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
542,BOTTOMS_LONG_COTTON_image_44_4.jpg,44_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
543,BOTTOMS_LONG_COTTON_image_44_5.jpg,44_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"레귤러, 오버 사이즈",약간 부드러움,약간 있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
544,BOTTOMS_LONG_COTTON_image_451_1.jpg,451_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,보통,있음,보통,보통,"봄, 가을",캐주얼,스트릿
545,BOTTOMS_LONG_COTTON_image_457_7.jpg,457_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,약간 부드러움,있음,거의 없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
546,BOTTOMS_LONG_COTTON_image_462_0.jpg,462_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,없음,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
547,BOTTOMS_LONG_COTTON_image_465_2.jpg,465_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,,,,,,미니멀,캐주얼
548,BOTTOMS_LONG_COTTON_image_466_4.jpg,466_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,약간 부드러움,보통,보통,보통,"봄, 가을, 겨울",미니멀,캐주얼
549,BOTTOMS_LONG_COTTON_image_467_3.jpg,467_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,보통,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
550,BOTTOMS_LONG_COTTON_image_468_1.jpg,468_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,,,없음,,가을,미니멀,캐주얼
551,BOTTOMS_LONG_COTTON_image_46_3.jpg,46_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"루즈, 오버 사이즈",보통,약간 있음,없음,보통,"봄, 여름, 가을",캐주얼,스트릿
552,BOTTOMS_LONG_COTTON_image_477_0.jpg,477_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,있음,없음,얇음,"봄, 여름, 가을",미니멀,캐주얼
553,BOTTOMS_LONG_COTTON_image_47_1.jpg,47_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,보통,보통,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
554,BOTTOMS_LONG_COTTON_image_47_2.jpg,47_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,보통,보통,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
555,BOTTOMS_LONG_COTTON_image_47_3.jpg,47_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,부드러움,약간 있음,없음,얇음,"봄, 여름, 가을, 겨울",미니멀,캐주얼
556,BOTTOMS_LONG_COTTON_image_47_4.jpg,47_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,부드러움,약간 있음,없음,얇음,"봄, 여름, 가을, 겨울",미니멀,캐주얼
557,BOTTOMS_LONG_COTTON_image_47_5.jpg,47_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,부드러움,약간 있음,없음,얇음,"봄, 여름, 가을, 겨울",미니멀,캐주얼
558,BOTTOMS_LONG_COTTON_image_483_1.jpg,483_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,부드러움,약간 있음,없음,얇음,"봄, 여름, 가을, 겨울",미니멀,캐주얼
559,BOTTOMS_LONG_COTTON_image_493_4.jpg,493_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,부드러움,약간 있음,없음,얇음,"봄, 여름, 가을, 겨울",미니멀,캐주얼
560,BOTTOMS_LONG_COTTON_image_493_5.jpg,493_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,보통,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
561,BOTTOMS_LONG_COTTON_image_493_6.jpg,493_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,약간 있음,거의 없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
562,BOTTOMS_LONG_COTTON_image_493_7.jpg,493_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,레귤러,보통,보통,보통,얇음,"봄, 여름, 가을",미니멀,캐주얼
563,BOTTOMS_LONG_COTTON_image_497_0.jpg,497_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,약간 있음,거의 없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
564,BOTTOMS_LONG_COTTON_image_498_3.jpg,498_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,보통,있음,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
565,BOTTOMS_LONG_COTTON_image_499_1.jpg,499_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"루즈, 오버 사이즈","부드러움, 약간 부드러움","약간 있음, 있음","거의 없음, 없음",보통,"봄, 여름, 가을",캐주얼,스트릿
566,BOTTOMS_LONG_COTTON_image_49_4.jpg,49_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,약간 부드러움,약간 있음,없음,보통,"봄, 가을",캐주얼,스트릿
567,BOTTOMS_LONG_COTTON_image_502_3.jpg,502_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,있음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
568,BOTTOMS_LONG_COTTON_image_502_4.jpg,502_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
569,BOTTOMS_LONG_COTTON_image_504_0.jpg,504_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
570,BOTTOMS_LONG_COTTON_image_505_0.jpg,505_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
571,BOTTOMS_LONG_COTTON_image_506_2.jpg,506_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,,거의 없음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
572,BOTTOMS_LONG_COTTON_image_506_3.jpg,506_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,부드러움,있음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
573,BOTTOMS_LONG_COTTON_image_507_1.jpg,507_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,약간 있음,없음,약간 얇음,"봄, 가을",캐주얼,스트릿
574,BOTTOMS_LONG_COTTON_image_509_0.jpg,509_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,,,,,,캐주얼,스트릿
575,BOTTOMS_LONG_COTTON_image_513_0.jpg,513_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,,,,,,캐주얼,스트릿
576,BOTTOMS_LONG_COTTON_image_517_4.jpg,517_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,오버 사이즈,,,,,,캐주얼,스트릿
577,BOTTOMS_LONG_COTTON_image_518_1.jpg,518_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,약간 부드러움,보통,보통,보통,"봄, 여름, 가을",캐주얼,스트릿
578,BOTTOMS_LONG_COTTON_image_51_1.jpg,51_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,"루즈, 오버 사이즈","부드러움, 약간 부드러움","약간 있음, 있음","거의 없음, 없음",보통,"봄, 여름, 가을",미니멀,캐주얼
579,BOTTOMS_LONG_COTTON_image_51_2.jpg,51_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,보통,보통,보통,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
580,BOTTOMS_LONG_COTTON_image_51_3.jpg,51_label_BOTTOMS_LONG_COTTON.json,TOPS,LONG,TSHIRTS,루즈,부드러움,있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
